index,Username,Date,id,Preference,Tweet
8872,ActuallyNPH,2015-07-05 03:03:40+00:00,6.175292462489969e+17,0.0,What a night..! http://t.co/bWQjGxBjwm
8882,ActuallyNPH,2015-06-26 03:08:21+00:00,6.142689354128261e+17,1.0,Just saw the new @TayeDiggs photo as @HedwigOnBway. SEXXXXY! Can't wait!
8910,ActuallyNPH,2015-05-23 16:08:21+00:00,6.021440407846257e+17,1.0,I proudly raise a pint glass of Guinness and toast the people of Ireland for voting by a sweeping majority to legalize same sex marriage!
8917,ActuallyNPH,2015-05-13 04:23:23+00:00,5.983427523010888e+17,0.0,"Enjoyed a delicious steak dinner at @BenjaminSteak after David's show. Dee-licious! A great post theatre option. Very large, very macho."
8923,ActuallyNPH,2015-05-08 16:53:26+00:00,5.967195685104108e+17,1.0,"Mind kinda blown by the movie Ex Machina. The cinematography, commentary, coolness - loved it. @ExMachinaMovie https://t.co/foxRSdFKB4"
8926,ActuallyNPH,2015-05-05 03:37:56+00:00,5.954322127340216e+17,1.0,"What a night! Thanks @Zegna for the couture tuxes, courtesy of the great @samspector. @Davidburtka &amp; I felt like $1M! http://t.co/fsI1mKKCbm"
8937,ActuallyNPH,2015-04-03 16:45:53+00:00,5.840340927291597e+17,1.0,"Even though it's raining, the warm weather of NYC makes for a very #GoodFriday. Enjoy your weekend! http://t.co/vusvtJ78Gh"
8942,ActuallyNPH,2015-03-27 02:34:43+00:00,5.81283175772586e+17,0.0,"This I Love: the podcast @Radiolab. It's fantastic. ""A show about curiosity"", as they put it. Intelligent, creative, witty. Do listen."
8969,ActuallyNPH,2015-02-22 16:28:33+00:00,5.695342168761344e+17,0.0,"It's the day of the show, y'all. #Oscars @TheAcademy"
9020,LeoDiCaprio,2021-04-14 15:21:57+00:00,1.3823534381811835e+18,1.0,"Defending Indigenous rights and rainforest protection equals climate stability, which is why Amazonian leaders are calling on President @JoeBiden to listen to their strategic vision at #AmazonClimateAction.  
Join here: https://t.co/gaQVC1OVMz"
9031,LeoDiCaprio,2021-03-18 14:51:55+00:00,1.3725614082404923e+18,1.0,"A new study published on @Nature finds that strategically protecting at least 30% of the ocean could increase biodiversity, boost seafood production, and reduce carbon emissions. #30x30 #CampaignForNature 
https://t.co/vMfeUV41OT"
9041,LeoDiCaprio,2021-02-25 18:28:14+00:00,1.3650057012784374e+18,1.0,"It is great to see @Allbirds create a sustainable solution to one of fashion’s most damaging materials with the introduction of natural, plant-based leather. #AllbirdsPartner https://t.co/ej0PZPeI5b"
9051,LeoDiCaprio,2021-02-03 20:30:44+00:00,1.3570639953084785e+18,1.0,"One year on from the devastating bushfires that roared through parts of Australia’s New South Wales, staff at @Aussie_Ark have come across the first Koala joey born within their wild sanctuaries. #KoalaArk #EarthOptimism https://t.co/vuVKFl8Ald"
9071,LeoDiCaprio,2020-12-07 20:03:21+00:00,1.3360386107856325e+18,1.0,"In 2013, I had the honor of meeting Virunga National Park's courageous team (@gorillacd) in their fight against illegal oil drilling. 

To help the park prep for 2021, @global_wildlife is currently matching up to $33k in donations until 7am ET tomorrow. https://t.co/cPEXS8hcgO"
9094,LeoDiCaprio,2020-11-03 16:31:45+00:00,1.3236641694349517e+18,0.0,#VOTE
9238,LeoDiCaprio,2019-07-13 22:22:52+00:00,1.1501687465957048e+18,1.0,"An incredible win for the Amazon. The Waorani have succeeded in protecting over 500,000 acres of rainforest from oil drilling. Proud to support the #WaoraniResistance. https://t.co/92JHhQSPU5"
9392,LeoDiCaprio,2018-01-30 18:29:43+00:00,9.584068892887164e+17,0.0,"Proud of what @DiCaprioFdn and our partners have accomplished over the last 20 years, but so much more needs to be done. Watch to learn more. https://t.co/Mb1l8vyaEh"
9418,LeoDiCaprio,2017-09-14 16:31:40+00:00,9.083676576610264e+17,1.0,"Let's do this, together. Call your assembly members today and let's pass #SB100 to get California to 100% clean energy for all. https://t.co/wlgkiYlBuJ"
9489,LeoDiCaprio,2017-04-10 13:24:39+00:00,8.51425695343489e+17,1.0,"Join me in advancing #EnviroLiteracy in CA, a great model for every state. https://t.co/5d2TjIe6OV"
9503,LeoDiCaprio,2017-02-22 21:22:32+00:00,8.345137283558523e+17,1.0,Thank you California Senate leader @kdeleon for your proposal to shift to 100% #cleanenergy for all of CA. https://t.co/9Fqseys83M https://t.co/BGqeuwJsuj
9512,LeoDiCaprio,2017-01-26 17:10:16+00:00,8.246657720773181e+17,1.0,#ClimateChange is real. Scientists agree. Get the facts. #climatefacts https://t.co/OsSxAJ6cdV
9514,LeoDiCaprio,2017-01-26 17:01:21+00:00,8.246635290935337e+17,1.0,"#ClimateChange affects fisheries, jobs, livelihoods. Get informed. #climatefacts https://t.co/Svji3oUgdK"
9532,LeoDiCaprio,2016-12-04 18:44:17+00:00,8.054828747617772e+17,1.0,An important reminder of why we need to #StandWithStandingRock. Find out how here: https://t.co/OfqzB9tkn6 #NODAPL Video credit: @RYOTNews https://t.co/RVdHaYq8Kf
9582,LeoDiCaprio,2016-09-16 21:27:09+00:00,7.768952230289162e+17,1.0,I stand #WithRefugees including those displaced by #climatechange. Sign the petition https://t.co/aQycFBNIPA https://t.co/bBAnE5QdD5
9621,LeoDiCaprio,2016-05-19 18:18:02+00:00,7.333610870060524e+17,0.0,Your support to halt the Dakota Access Pipeline has led the @usacehq to consult w/ tribal leadership: https://t.co/nKKMIe4csA
9695,LeoDiCaprio,2015-09-14 17:39:34+00:00,6.434792143317197e+17,1.0,Greenland’s Farmers Torn Over Tapping Pristine Land for Mineral Riches http://t.co/0dohQOu5yN
9723,LeoDiCaprio,2015-07-14 17:24:38+00:00,6.210074078844314e+17,1.0,Want to put a spotlight on our beautiful planet? Use #LDFoundation and I'll share a few of my favorites: https://t.co/zjsM7LaR8U
9728,LeoDiCaprio,2015-06-03 20:01:27+00:00,6.06188968896512e+17,0.0,"Great Barrier Reef coral four times safer in no-fishing reserves, study finds: http://t.co/utgZTyBukP"
9730,LeoDiCaprio,2015-05-26 21:49:55+00:00,6.033171645615923e+17,0.0,WWF and Apple Commit to Help Protect China’s Forests | Stories | WWF https://t.co/KrpYArjTcM @World_Wildlife
9733,LeoDiCaprio,2015-04-23 01:37:14+00:00,5.910531824925082e+17,1.0,#EarthDay is a great day to congratulate the recent winners of the @goldmanprize ! http://t.co/qdLqZu5jUd
9740,LeoDiCaprio,2015-02-08 00:45:51+00:00,5.642235508451123e+17,1.0,#ChurchofEngland may sell £3m stake in mining firm over fears for gorilla haven http://t.co/jg1qdNoL5R #Virunga #NetflixDocs @guardian
9802,LeoDiCaprio,2014-04-30 17:34:00+00:00,4.615591060592681e+17,1.0,Join me! Tell @BarackObama to protect elephants by ending the illegal trade of ivory in the US http://t.co/oHyFuZL2mh #ElephantsNeedUS
9840,LeoDiCaprio,2013-08-22 16:00:10+00:00,3.705761369225953e+17,0.0,Check out Tom Hardy's doc 'Poaching Wars' on the #elephant &amp; #rhino crisis in Africa. Tonight in UK @ITV http://t.co/EHMO0Y4hTr #Inception
9860,LeoDiCaprio,2013-05-02 20:28:49+00:00,3.300563041209672e+17,0.0,New #TheGreatGatsby pics up on my Facebook page here: https://t.co/tvuOBCJUxU
9912,LeoDiCaprio,2012-07-30 21:53:52+00:00,2.300586551003136e+17,0.0,"Thanks Bill, appreciated. @billmckibben"
9940,LeoDiCaprio,2012-02-10 01:11:53+00:00,1.6777777361467392e+17,1.0,RT @World_Wildlife Help protect Sumatran tigers and elephants and pledge not to buy Paseo toilet paper! http://t.co/4SGK7Cq5 #TPorTigers
9951,LeoDiCaprio,2011-10-26 21:12:22+00:00,1.2930438668917555e+17,0.0,Grt News! RT @WildAid Toronto Bans Sale + Possession of #SharkFin & pushes 4 others to follow suit #stopsharkfinning http://t.co/4MccbN9W
10022,StephenAtHome,2021-04-16 16:39:10+00:00,1.383097645342851e+18,0.0,@KA54099455 You’re rockin’ those sweats!
10046,StephenAtHome,2021-03-10 17:17:18+00:00,1.3696988938233774e+18,0.0,"It’s the twentieth anniversary of THE LORD OF THE RINGS trilogy, and I’m hosting a series of cast reunions to benefit local cinemas nationwide. Got a question? Tweet yours with #LOTR20"
10084,StephenAtHome,2021-01-30 17:30:21+00:00,1.3555690492421038e+18,0.0,"@JakePlunkett You’re welcome, Jake"
10147,StephenAtHome,2020-11-14 19:27:26+00:00,1.3276946480857825e+18,1.0,"Great news, Georgia! You’re voting again soon! Request your absentee ballot now to get it in time for the holidays. Because this year’s hottest gift is Representative Democracy! #BetterKnowABallot https://t.co/2YIb5kJnfP"
10151,StephenAtHome,2020-11-11 03:06:31+00:00,1.3263606310632858e+18,1.0,"Hey there! The 4th Annual @homesforourtrps Veterans Day @Ebay Celebrity Auction is on! Proceeds benefit injured Veterans through @homesforourtrps, bid now for one of my Late Show suits: https://t.co/Wegdh6uMSe #homesforourtroops"
10200,StephenAtHome,2020-10-09 23:27:25+00:00,1.3147090804564705e+18,0.0,"Tune in tonight for a special Friday “Late Show” with Aaron Sorkin and the cast of ""The West Wing.” Remember that fantasy world where the President could walk and talk at the same time?"
10221,StephenAtHome,2020-09-29 22:36:37+00:00,1.3110724158128128e+18,1.0,"For those who insist Trump is a religious man, I'll grant you he pays taxes like a church."
10313,StephenAtHome,2020-06-04 04:17:31+00:00,1.268396441044738e+18,1.0,"Well, this seems pretty clear. https://t.co/lzX6sqXeAy"
10345,StephenAtHome,2020-04-29 00:41:31+00:00,1.255296117937488e+18,1.0,did it work? https://t.co/RUnfc2paGj
10350,StephenAtHome,2020-04-21 23:23:05+00:00,1.2527396638922752e+18,0.0,"I first moved to New York in 1996 to work for the Dana Carvey show and was, in short order, unemployed. But Matt and Matt and Ian and Amy  would invite anxious me to do ASSSCAT in the back of some bar (the name of which escapes me) Thanks guys. I’ll always be grateful. #UCB"
10406,StephenAtHome,2020-03-22 15:23:03+00:00,1.2417472260719124e+18,0.0,@jdickerson https://t.co/SdooxF7Mbk
10484,StephenAtHome,2020-01-11 04:15:28+00:00,1.215849682259325e+18,1.0,Marianne Williamson is only gone from the campaign if your spirit chooses to experience time in a linear fashion.
10507,StephenAtHome,2019-12-06 13:11:46+00:00,1.2029386850224906e+18,0.0,"Yeah! Well said, Kate. Congratulations, ya chuckleheads! #WGA https://t.co/xSWmvffj1T"
10531,StephenAtHome,2019-11-05 16:12:45+00:00,1.1917502047411036e+18,0.0,"@jdickerson That tree is coming down, Dickerson! Shimmerbeam and I shall not be denied!"
10589,StephenAtHome,2019-08-14 00:43:18+00:00,1.161438109915079e+18,0.0,"So long as we're accepting updates to the Statue of Liberty poem, I have one:

Give me your tired, your poor.

And in exchange, we will give you Ken Cuccinelli"
10592,StephenAtHome,2019-07-30 01:44:37+00:00,1.1560177225195028e+18,1.0,"New York State just decriminalized marijuana. The law takes effect in 30 days, so if you just took a hit, don’t exhale till Labor Day."
10598,StephenAtHome,2019-07-24 01:05:21+00:00,1.153833513499517e+18,0.0,"9/11 First Responders Bill passes the senate 97-2! A long overdue honoring of our debt to them. Here’s a nice photo of McConnell walking in to vote, taken by the great Bill Clark: https://t.co/w9mI6dIDL2"
10630,StephenAtHome,2019-05-15 00:37:21+00:00,1.1284593154996796e+18,1.0,"Whether you’re #TeamTati or #TeamJamesCharles, I hope we can all agree that I have no idea what any of this means."
10648,StephenAtHome,2019-04-11 13:36:27+00:00,1.1163341945049292e+18,1.0,"I saw LIFE SUCKS. A play by my old friend #AaronPosner. Irreverent, smart… and hopeful. Definitely doesn't suck. NYTimes agrees w/ me! Tix: https://t.co/cZUMrBSlJa"
10650,StephenAtHome,2019-04-11 00:55:46+00:00,1.1161427641677824e+18,1.0,It's unfair to expect Trump to show us the Mueller Report before he's had a chance to get spanked with it.
10666,StephenAtHome,2019-03-20 02:54:21+00:00,1.1082000731443692e+18,1.0,"If Twitter is trying to censor conservative voices, it is doing a very bad job."
10693,StephenAtHome,2019-02-11 22:31:30+00:00,1.0950879619122831e+18,0.0,".@ConanOBrien and I discussed magical thinking, comedy, and melted cheese on the latest episode of “Conan O’Brien Needs A Friend.” Listen?! https://t.co/Q2ImKXsI2C https://t.co/r4tJpppCfB"
10707,StephenAtHome,2019-02-01 05:11:24+00:00,1.091202332975612e+18,0.0,The Most Emotionally Manipulative Super Bowl Ad Ever https://t.co/hH7fRmDjkl via @YouTube
10759,StephenAtHome,2018-12-18 03:50:40+00:00,1.07487456234351e+18,1.0,"If New York legalizes recreational marijuana, the Big Apple is gonna get hollowed out and turned in to a bong."
10765,StephenAtHome,2018-12-12 12:43:02+00:00,1.072834209083994e+18,1.0,Since Donald Trump was elected President I have tried to remind myself to never stop being shocked. https://t.co/d3dRZYoMPl
10785,StephenAtHome,2018-11-29 04:43:05+00:00,1.0680023836099502e+18,0.0,"""Is Big Cow Big?"" The answer may surprise moo."
10786,StephenAtHome,2018-11-27 03:05:20+00:00,1.0672530091204036e+18,1.0,Tidings of great joy! The world's first store where u can buy real gifts for refugees &amp; displaced people: @helprefugees CHOOSE LOVE store opens 11/28 in NY- 456 W Broadway &amp; online at https://t.co/VZ8hVwx3nt #CHOOSELOVE &amp; join me in buying gifts for people that really need them.
10801,StephenAtHome,2018-11-07 21:41:25+00:00,1.0602861225746556e+18,1.0,"Justice is blind, but even she saw this one coming."
10934,StephenAtHome,2018-07-26 11:24:34+00:00,1.0224425490285116e+18,1.0,"Unlike Donald Trump, I know I'm being recorded. https://t.co/JjOuNu5YjA"
10958,StephenAtHome,2018-07-18 02:04:20+00:00,1.0194024573052436e+18,1.0,What else is Trump going to flip on after his trip? “I said it was a great honor to meet Queen Elizabeth; what I meant to say is she’s a thirsty little diva.”
10962,StephenAtHome,2018-07-17 01:10:26+00:00,1.0190265083446476e+18,1.0,"TRUMP: Putin says he didn’t do it. So I believe the guy.
ALSO TRUMP: We can’t be sure this 8-month-old isn’t a sleeper agent for MS-13. Better make him appear in court alone."
10972,StephenAtHome,2018-07-12 02:01:56+00:00,1.0172275285729812e+18,1.0,My condolences to @realdonaldtrump for his crushing defeat in the first round of international Simon Says. https://t.co/p2DWfoPv1n
11009,StephenAtHome,2018-06-13 00:36:33+00:00,1.0066967940451983e+18,1.0,Here's a question I never thought I'd have to ask: does Canada have nukes?
11050,JimCarrey,2020-10-12 03:11:06+00:00,1.315490147211776e+18,1.0,"Ted Cruz, Hellbound Class of 2020 https://t.co/4MdePetlp2"
11061,JimCarrey,2020-09-28 01:38:07+00:00,1.3103933182794465e+18,1.0,The IRS doesn’t do Fake News. We paid for the billionaire lifestyle of Dishonest Don and his creepy friends. Maybe it’s time for all of US to stop paying our taxes and report giant fake losses so we can be billionaires too! Hmmm... https://t.co/eoGMPApP8e
11070,JimCarrey,2020-09-10 06:35:01+00:00,1.3039450532036567e+18,1.0,"191,000 deaths - conservatively. Neutered CDC now suppressing numbers for Trump. Woodward recording proves he knew it was deadly back in February! https://t.co/gW4rtnXSpN"
11076,JimCarrey,2020-09-03 16:10:37+00:00,1.3015531934285578e+18,0.0,https://t.co/KhOwvSBjv8
11081,JimCarrey,2020-08-24 23:53:57+00:00,1.29804591437269e+18,1.0,"If Lincoln had seen the lineup of liars, thieves, religious hypocrites and racist ne’er-do-wells that would appear at the RNC in 2020... https://t.co/TZN20qjpEU"
11168,JimCarrey,2019-10-06 18:46:29+00:00,1.180917259235029e+18,1.0,The Fraudfather made Zelensky “an offer he couldn’t refuse”. https://t.co/qnFFNB5M32
11217,JimCarrey,2019-04-22 01:46:06+00:00,1.120141695893377e+18,0.0,".@ArianaGrande I read your lovely mention of me and things I’ve said about depression. A brilliant teacher and friend, Jeff Foster was OG on the “Deep Rest” concept. I admire your openness. I wish you freedom and peace. I feel blessed to have such a gifted admirer. Happy Easter! https://t.co/BiMa6KHYb6"
11225,JimCarrey,2019-03-28 22:35:42+00:00,1.1113964738437692e+18,0.0,"While you’re busy doing your premature endzone dance, don’t trip over the challenge flag you overinflated pigskin! This play WILL be reviewed - and the game is FAR from over! https://t.co/kluOnlKvJm"
11308,JimCarrey,2018-10-31 16:07:12+00:00,1.0576652982438092e+18,0.0,Some people aren’t pretending to be monsters. Happy Halloween. 🎃 https://t.co/UOH0V4zQfV
11312,JimCarrey,2018-10-13 00:33:17+00:00,1.0509072904742994e+18,1.0,"From the bowels of the White House he shrieked, hurled curses and tweeted bile — because that's what demons do. YOU are the Exorcist. Vote Democrat for goodness' sake. https://t.co/EphA7EosbP https://t.co/riVcX0PHCH"
11382,JimCarrey,2018-05-08 14:16:09+00:00,9.938570891129487e+17,0.0,https://t.co/jQZgiimFYz
11397,JimCarrey,2018-04-17 01:57:14+00:00,9.860609882050356e+17,0.0,Sean Manatee: some endangered species aren't worth saving! ;^P  #SeanHannity https://t.co/UL2wHRAzJb
11429,JimCarrey,2018-03-04 19:28:57+00:00,9.70380596135342e+17,0.0,https://t.co/IzqnypnSFT
11434,JimCarrey,2018-02-27 17:52:34+00:00,9.685443992137892e+17,0.0,https://t.co/YIioI2BoZL
11442,JimCarrey,2018-02-15 19:04:53+00:00,9.642139446204292e+17,0.0,Pro-life?! https://t.co/4o5LKF9fvq
11444,JimCarrey,2018-02-10 19:28:57+00:00,9.624080613767904e+17,0.0,"Can we continue to rely on the remains of dead animals for food or fuel? Are Big Oil, Coal and Cattle ancient dinosaurs that will lead to our extinction? If you wish to find a healthy way forward, watch this. https://t.co/dzk3MkkPeR https://t.co/is5Xf2Jrcw"
11459,JimCarrey,2018-01-18 00:21:43+00:00,9.53784432820826e+17,1.0,For my birthday I want for all of us to move through these difficult times together with grace and honor...and some comfy socks. Here’s a little piece of film that always reminds me of that sacred moment when I entered the world. ;^P https://t.co/H0HtSHobnR
11521,JimCarrey,2016-11-16 18:02:49+00:00,7.989494587970191e+17,0.0,I'm returning to love. Something I will always control. ;^P https://t.co/Qk71P9dOcn
11524,JimCarrey,2016-11-08 17:35:55+00:00,7.960435873475666e+17,0.0,"Hey check out my new gig as cartoonist at @Awl and be sure to vote. ;^P 
https://t.co/PTGYIAMLAk"
11554,JimCarrey,2015-07-04 18:21:57+00:00,6.17397952256938e+17,0.0,Wishing you all a happy Independence Day. Looking forward to a time when we actually have it back. #REPEALSB277 :^}
11567,JimCarrey,2015-06-27 18:11:34+00:00,6.148586265287311e+17,1.0,Greed trumps reason again as Gov Brown moves closer to signing vaccine law in Cali. Sorry kids. It's just business. ;^[
11579,JimCarrey,2015-05-03 17:30:33+00:00,5.949169691045478e+17,0.0,I think Manny Pacquiao has lost the fury that made an electrifying fighter. Good for him. Peace is more worthwhile. http://t.co/il6ZTiIZ5K
11638,JimCarrey,2014-11-25 13:13:21+00:00,5.37232573056172e+17,1.0,"@DeannaDirector That's brilliant, Deanna. Nicely done. There's so much joy in you. Lovely. ;^}"
11644,JimCarrey,2014-11-22 12:42:21+00:00,5.361376099875103e+17,1.0,"@vanessagraddick You're more than enough right now. Nothing needs to be added, gorgeous! ;^)"
11741,JimCarrey,2014-03-09 21:01:31+00:00,4.427671590730547e+17,0.0,"Heaven is always ready and waiting for you, wherever you are. Embrace your #BOING ;^)"
11808,JimCarrey,2013-09-26 09:44:16+00:00,3.831651145828434e+17,0.0,I won my first award 4 best children's book yesterday and met some cool ppl in Atlanta.Told u it was gonna be a good… http://t.co/2sSWcby47s
11838,JimCarrey,2013-09-02 20:21:12+00:00,3.7462809220497e+17,1.0,@JocelynN4 That's a start. Only takes a spark to light a fire. ;^}
11866,JimCarrey,2013-08-23 02:37:12+00:00,3.707364529103176e+17,0.0,@colby07 Glad to hear it Colby. Spank you kindly! ;^]
11870,JimCarrey,2013-08-22 19:23:19+00:00,3.70627261528961e+17,0.0,@MeLoneRanger Real good thx. Love your hair! ;^}
11874,JimCarrey,2013-08-22 00:56:55+00:00,3.7034882652504064e+17,0.0,@ea_vanbreda You probably stink. ;^}
11876,JimCarrey,2013-08-18 01:45:33+00:00,3.6891151489735066e+17,0.0,@pbal114 Nets filled with fish. ;^)
11888,JimCarrey,2013-08-14 16:38:33+00:00,3.676866935176848e+17,0.0,"@randomindead Spank you Kindly, Marwan! ;^&gt;"
11904,JimCarrey,2013-08-05 16:48:08+00:00,3.64427614296875e+17,1.0,@SandiBennett3 Whatever gets you through the night Sandi! ;^}
11962,JimCarrey,2013-05-02 23:56:24+00:00,3.3010854123708416e+17,1.0,My first Cricket rifle! Selling guns to 5 year olds. Guns don't kill people. 5 year olds with guns kill people. ;^\
11964,JimCarrey,2013-04-21 23:19:34+00:00,3.2611300895267635e+17,0.0,@iAbood94 It's never to late to let ppl know you love em. ;^)
11967,JimCarrey,2013-04-18 16:51:47+00:00,3.249282533809357e+17,0.0,"Like it or not, Wayne LaPierre is necessary. Without contrast how would we know what goodness looks like? 
;^)"
11976,JimCarrey,2013-04-13 18:46:26+00:00,3.231451677942088e+17,1.0,"@SenatorHeitkamp, How can you tell the parents of #Newtown that guns are not an issue in your state? This tragedy belongs to all of us.  3^|"
11978,JimCarrey,2013-04-12 23:52:11+00:00,3.228597254882591e+17,1.0,"NRA, Faithless even to its own members. http://t.co/5Z2k6v8V5P
};^["
11980,JimCarrey,2013-04-11 20:28:23+00:00,3.224460497865974e+17,1.0,"""You that hide behind walls, You that hide behind desks, I just want you to know, I can see through your masks."" - Bob Dylan (cc:@NRA)  };^["
12056,Zendaya,2020-12-07 01:59:02+00:00,1.3357657312380887e+18,0.0,https://t.co/NfpvAubEqO
12071,Zendaya,2020-11-18 21:19:59+00:00,1.3291725244464456e+18,1.0,"Now my heart is racing, so much excitement in it. https://t.co/DKQcaAO95d"
12076,Zendaya,2020-11-18 19:53:25+00:00,1.32915073995289e+18,0.0,Sorry in advance for the flood of pictures and references♥️
12080,Zendaya,2020-11-12 14:40:42+00:00,1.32689771458449e+18,0.0,https://t.co/dq6SxXNbux
12081,Zendaya,2020-11-11 18:09:23+00:00,1.326587843335123e+18,0.0,One more... @ELLEmagazine https://t.co/75Jb5ZuVKZ
12130,Zendaya,2020-07-04 20:11:02+00:00,1.2795080353380393e+18,0.0,"@OsopePatrisse No, thank you!🖤"
12131,Zendaya,2020-07-04 19:59:40+00:00,1.2795051738999603e+18,0.0,.@OsopePatrisse taking over my Instagram today!🖤
12231,Zendaya,2019-09-09 03:33:38+00:00,1.1709030592387072e+18,0.0,@aaronphilipxo @TommyHilfiger Love you♥️
12245,Zendaya,2019-08-31 05:26:49+00:00,1.1676700530950554e+18,0.0,@sebhaal ♥️
12264,Zendaya,2019-07-29 02:25:06+00:00,1.1556655222366413e+18,1.0,#EuphoriaHBO
12318,Zendaya,2019-06-25 23:54:01+00:00,1.1436687012810506e+18,0.0,@katarinabotkova ....
12330,Zendaya,2019-06-21 07:10:23+00:00,1.1419665756559032e+18,0.0,@spiderlingdaya Aawwwww cutie 💖
12331,Zendaya,2019-06-20 20:42:01+00:00,1.1418084438729482e+18,1.0,I like to base my outfits off my hair color https://t.co/6noL6g88KR
12350,Zendaya,2019-06-14 00:43:50+00:00,1.13933258524561e+18,0.0,"Via my last ig, sorry for my shitty camera work, I had to pass it to my mom cause I was getting to emosh"
12399,Zendaya,2019-05-09 18:40:57+00:00,1.1265576862275624e+18,0.0,@g_droggon Nah he’s just Instagram stupid
12430,Zendaya,2019-04-13 00:20:31+00:00,1.116858670107648e+18,0.0,@emoblackthot ♥️♥️♥️♥️
12486,Zendaya,2019-03-01 18:41:02+00:00,1.1015529434578616e+18,0.0,Layers https://t.co/flwB24Feci
12500,Zendaya,2019-02-24 05:44:11+00:00,1.099545504323498e+18,0.0,Thank you @vanityfair and @LancomeUSA for an absolutely magical occasion the other night. Honored to have hosted beside the phenomenal radhikajones and @avaetc ♥️ https://t.co/dFlpQvSjmI
12507,Zendaya,2019-02-22 18:03:43+00:00,1.0990068385514086e+18,0.0,@IamGMJohnson 💖🤗
12512,Zendaya,2019-02-21 05:43:22+00:00,1.0984581364054671e+18,1.0,@MatthewACherry Let me get in on this😩✨ https://t.co/rJPxWaQhuF
12516,Zendaya,2019-02-21 00:02:13+00:00,1.098372280432812e+18,0.0,Outtakes https://t.co/OYK633t5hp
12524,Zendaya,2019-02-19 02:46:36+00:00,1.09768887603277e+18,1.0,#TommyxZendaya https://t.co/zuBVJ8L4yO
12528,Zendaya,2019-02-19 01:26:04+00:00,1.0976686085434737e+18,1.0,"#TommyxZendaya 

@TommyHilfiger"
12547,Zendaya,2019-02-03 05:09:50+00:00,1.0919267144632074e+18,1.0,@emoblackthot What we waiting for?
12560,Zendaya,2019-01-25 16:17:58+00:00,1.0888333652879606e+18,1.0,@ trump’s whole team https://t.co/2zIeoSuwSS
12618,Zendaya,2018-12-19 19:03:00+00:00,1.0754665462380544e+18,0.0,"This is awesome, done and done♥️👊🏽 https://t.co/o7sifPIt0G"
12691,Zendaya,2018-10-20 02:08:36+00:00,1.0534679931440004e+18,1.0,Guess who’s 3 today? Time slow down https://t.co/gwGo4ZT5la
12693,Zendaya,2018-10-17 23:51:19+00:00,1.0527086693627535e+18,0.0,Awwwww this makes me smile ear to ear...thank you for taking the time to make this 💖😘 https://t.co/Oz2WaEWI4W
12706,Zendaya,2018-10-11 13:08:08+00:00,1.0503724805552783e+18,1.0,"Now that’s how you start your day, supporting @MichelleObama and the #GlobalGirlsAlliance 💖 Goodmorning!!"
12732,Zendaya,2018-09-23 20:53:59+00:00,1.0439667312432906e+18,0.0,Sang my name right and everything 😂😂😂 https://t.co/1rKNc2eff9
12757,Zendaya,2018-09-06 00:30:50+00:00,1.0374983228087828e+18,1.0,1/3 posts coming... https://t.co/dhj2txq6dT
12810,Zendaya,2018-08-13 07:20:13+00:00,1.0289040388578836e+18,0.0,@AlwaysAnthea Right? Like how else do you convey that emotion? 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂. 😂😂😂😂😂😂.
12823,Zendaya,2018-08-07 06:31:39+00:00,1.0267174908592004e+18,1.0,@MatthewACherry @ZendayaMedia 💥💫
12913,Zendaya,2018-06-17 06:51:54+00:00,1.0082408034775328e+18,1.0,@melodytheowl Me and @DarnellAppling
12947,Zendaya,2018-05-27 05:37:56+00:00,1.0006120435887144e+18,0.0,...I'm from Oakland... https://t.co/ypGz3AO7Ns
13022,aplusk,2021-04-20 14:38:45+00:00,1.38451689440999e+18,1.0,I will be bidding on this! Happy 420 https://t.co/McLeODQFSM #nft #crypto #eth
13023,aplusk,2021-04-17 20:40:08+00:00,1.3835206767960146e+18,0.0,Child victims of sexual abuse do not consent to their images being shared online. They deserve privacy too. https://t.co/jx23bNpbeh
13049,aplusk,2021-02-06 03:37:33+00:00,1.357896184979837e+18,1.0,You will rarely have a revaluation by asking questions to prove yourself right. Your odds go up significantly if your effort is directed toward proving yourself wrong.
13101,aplusk,2020-10-28 03:45:14+00:00,1.321296942920536e+18,1.0,LA
13107,aplusk,2020-10-22 07:50:01+00:00,1.3191842176626074e+18,0.0,".@EskenSaskia privacy matters, the privacy of children matters. Do not limit providers to use technologies to detect, report, and remove child sexual abuse material on their services."
13114,aplusk,2020-10-21 19:07:24+00:00,1.3189922988818678e+18,0.0,@BirgitSippelMEP @EskenSaskia @NowaboFM I would love to opportunity to speak with you about the implications of your position on the Eu Communication Code relative to the privacy of abused children.  pls dm me
13158,aplusk,2020-07-29 19:45:10+00:00,1.2885612243686277e+18,1.0,"""I'm standing with 100+ YC Founders &amp; counting. I signed a pledge to become an Ally for Racial Equity &amp; Healing. You should too! Founders, teachers &amp; even cops have signed. Sign here https://t.co/3JGYgZognV @MannyBamfo @RobynExton @Hua"
13163,aplusk,2020-07-26 04:29:37+00:00,1.2872436519915356e+18,1.0,@Wildwestit28 Ok boss. Let’s assume everything you are saying is true. So we give the death rate a 30% haircut. 100k people have died. What is your point? We go from 11th worst in the world based of % population to 15th?
